Name;SKU;Description;Category;Barcode;Unit 1;Price 1;Unit 2;Price 2;Packing;Weigh;Monthly;TI;HI;Brand;SubBrand;Cost 
UVELA ANTI HAIR LOSS SHAMPOO FOR DRY & NORMAIL HAIR 300 ML -290100;P0300700001;UVELA ANTI HAIR LOSS SHAMPOO FOR DRY & NORMAIL HAIR 300 ML -290100;Mother Care;;1;75;2;0;0;0;0;0;0;UVELA;Mother;28,12
