Code,EngName,ArbName,Ledger Types,AllowAccountEntry,CatCode,CatEngName,CatArbName,Level,,Level = 1,Level = 2,Level = 3,Level = 4,Level = 5
402040020020,مصروف اطفاء مصاريف التاسيس ,مصروف اطفاء مصاريف التاسيس ,4,1,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
402040020030,مصروف اطفاء مصروفات ايرادية مؤجلة,مصروف اطفاء مصروفات ايرادية مؤجلة,4,1,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
500000000000,الايرادات,الايرادات,5,0,1234,ارباح الفترة,ارباح الفترة,1,,,,,,
501000000000,الايرادات التشغيلية,الايرادات التشغيلية,5,0,1234,ارباح الفترة,ارباح الفترة,2,,,,,,
501010000000,الايرادات العامة,الايرادات العامة,,0,1234,ارباح الفترة,ارباح الفترة,3,,,,,,
501010010000,رسوم ,رسوم ,5,0,1234,ارباح الفترة,ارباح الفترة,4,,,,,,
501010010010,رسوم التسجيل,رسوم التسجيل,5,1,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
501010010020,رسوم دراسية,رسوم دراسية,5,1,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
501010010030,رسوم مواصلات,رسوم مواصلات,5,1,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
501010010040,رسوم ابناء عاملين,رسوم ابناء عاملين,5,1,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
501010020000,مبيعات مستلزمات,مبيعات مستلزمات,5,0,1234,ارباح الفترة,ارباح الفترة,4,,,,,,
501010020010,ايرادات كتب وتطبيقات,ايرادات كتب وتطبيقات,5,1,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
501010020020,ايرادات زي مدرسي,ايرادات زي مدرسي,5,1,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
501010020030,ايرادات الزي الرياضي,ايرادات الزي الرياضي,5,1,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
501020000000,الايرادات الخاصة,الايرادات الخاصة,,0,1234,ارباح الفترة,ارباح الفترة,3,,,,,,
501020010000,NONE,NONE,5,0,1234,ارباح الفترة,ارباح الفترة,4,,,,,,
501020010010,NONE,NONE,5,1,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
501020020000,NONE,NONE,5,0,1234,ارباح الفترة,ارباح الفترة,4,,,,,,
502000000000,الإيرادات الأخرى,الإيرادات الأخرى,5,0,1234,ارباح الفترة,ارباح الفترة,2,,,,,,
502010000000,اعانات,اعانات,,0,1234,ارباح الفترة,ارباح الفترة,3,,,,,,
502010010000,اعانات حكومية,اعانات حكومية,5,0,1234,ارباح الفترة,ارباح الفترة,4,,,,,,
502010010010,اعانة وزارة التربية والتعليم,اعانة وزارة التربية والتعليم,5,1,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
502010020000,تبرعات,تبرعات,5,0,1234,ارباح الفترة,ارباح الفترة,4,,,,,,
502010020010,تبرعات جمعية خيرية,تبرعات جمعية خيرية,5,1,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
502020000000,ايرادات النشاطات,ايرادات النشاطات,,0,1234,ارباح الفترة,ارباح الفترة,3,,,,,,
502020010000,نشاطات عامة,نشاطات عامة,5,0,1234,ارباح الفترة,ارباح الفترة,4,,,,,,
502020010010,نشاطات عامة,نشاطات عامة,5,0,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
502020010010,ايرادات النادي المدرسي,ايرادات النادي المدرسي,5,0,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
502020010011,ايرادات الرحلات,ايرادات الرحلات,5,0,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
502020010012,ايرادات دورة لغة انجليزية بيرلتز,ايرادات دورة لغة انجليزية بيرلتز,5,0,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
502020010013,ايرادات دروس التقوية,ايرادات دروس التقوية,5,0,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
502020010014,ايرادات كتب وتطبيقات,ايرادات كتب وتطبيقات,5,0,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
502020010015,ايرادات النادي القراني,ايرادات النادي القراني,5,0,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
502020010016,ايرادات نادي الكراتيه,ايرادات نادي الكراتيه,5,0,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
502020010017,ايرادات دورة ICDL آي سي دي إلـ,ايرادات دورة ICDL آي سي دي إلـ,5,0,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
502020010018,ايرادات النادي الإنجليزي,ايرادات النادي الإنجليزي,5,0,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
502020010019,ايرادات دورات الكرة,ايرادات دورات الكرة,5,0,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
502020010020,ايرادات نادي الكمبيوتر,ايرادات نادي الكمبيوتر,5,0,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
502020010021,ايرادات النادي الصيفي,ايرادات النادي الصيفي,5,0,1234,ارباح الفترة,ارباح الفترة,5,,,,,,
